Rank,Word,POS,Semantics,Special,Person?,Object?,Entity?,Concept?,Event?,Number?,Plants?,Animals?,Location?,Time?,Process?,Action?,Quality?,Quantity?,"Superlative[0,0.3,0.6,1]","Negative/Neutral/Positive[-1,0,1]",Question,1st Person,2nd Person,3rd Person,Possession,Number,Ordinal,"Past/Present/Future[-1,0,1]","Singular/Plural[-1,1]",Male/Female,Concrete/Abstract
616,sea,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
622,space,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
626,character,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
627,star,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
641,section,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
643,news,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
646,network,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
647,campaign,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
649,type,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
660,week,n,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
664,conference,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
672,action,n,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
679,car,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
682,degree,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
683,model,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
691,movement,n,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,1
692,size,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
697,market,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
698,ground,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
703,data,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
706,success,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
707,industry,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
710,attack,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
713,management,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
716,organization,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
726,technology,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
727,bank,n,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,-1
756,culture,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
765,future,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
778,structure,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
780,hospital,n,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,-1
783,operation,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
785,interest,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
788,professor,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
791,standard,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
798,goal,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
809,student,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
815,trade,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
820,staff,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
828,food,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
832,leader,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
833,money,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
835,energy,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
848,child,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
850,hand,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
856,plan,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
858,property,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
863,unit,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
866,officer,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
895,practice,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
900,person,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
907,seat,n,,,0,1,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,-1
916,sound,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
918,manager,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
921,room,n,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0
929,individual,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
932,policy,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
934,woman,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,-1
937,bill,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
941,administration,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
944,executive,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
946,month,n,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
949,security,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
952,loss,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
959,rest,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
960,artist,n,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
963,source,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
971,test,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
980,fact,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
985,thought,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1
987,decision,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
991,issue,n,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
328,us,p,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
408,you,p,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
450,we,p,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
528,himself,p,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
817,itself,p,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
857,me,p,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
246,off,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
268,very,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
269,still,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
290,often,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
298,down,r,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0
301,again,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
306,just,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
322,even,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
401,right,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
411,together,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
461,once,r,,,0,0,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,0
524,never,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
526,how,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
548,away,r,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0
569,less,r,,,0,0,,,,,0,0,0,0,0,0,1,0,0.5,-1,,,,,,,,,,0,0
628,usually,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
636,thus,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
637,instead,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
667,either,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
674,soon,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
680,today,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
700,rather,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
702,almost,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
717,least,r,,,0,0,,,,,0,0,0,0,0,0,1,0,1,-1,,,,,,,,,,0,0
782,ever,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
793,far,r,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0
797,too,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
803,sometimes,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
807,especially,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
842,course,r,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0
917,finally,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
939,here,r,,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0
947,already,r,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0
231,show,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
234,include,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
251,set,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
287,play,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
335,support,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
339,make,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
356,do,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
369,become,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
390,take,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
414,run,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
422,open,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
423,act,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
440,live,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
457,present,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
464,win,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
496,see,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
501,lead,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
573,love,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
577,return,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
580,should,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
597,go,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
613,help,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
635,must,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
638,get,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
657,close,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
684,change,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
688,base,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
742,provide,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
762,start,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
770,put,v,,,0,1,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,-1
808,hit,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
816,come,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
920,report,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
930,find,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
936,move,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
995,give,v,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0
428,royal,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,union,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,version,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,england,n,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,department,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,european,j,[europe],,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,post,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,match,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,release,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,video,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,average,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,formula,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,hall,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,modern,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,construction,n,process,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,battle,n,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,professional,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,addition,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,track,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,debut,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,originally,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,railway,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,minister,n,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,census,n,process,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,currently,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,chief,n,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,museum,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,eventually,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,route,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,tour,n,process,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,lake,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,committee,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,festival,n,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,centre,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,coach,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,episode,n,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,institute,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,competition,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,civil,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,tournament,n,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,academy,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,gold,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,aircraft,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,independent,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,capital,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,grand,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,lower,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,magazine,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,mid,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,kingdom,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,coast,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,studio,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,bridge,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,regular,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,cross,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,native,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,valley,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,theatre,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,active,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,collection,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,square,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,contract,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,medal,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,location,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,commission,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,republic,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,ship,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,commercial,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,notable,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,command,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,brown,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,province,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,income,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,foundation,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,channel,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,library,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,saint,n,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,annual,n,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,novel,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,numerous,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,catholic,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,length,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,access,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,additional,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,press,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,musical,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,parliament,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,navy,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,assembly,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,victory,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,background,n,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,famous,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,edition,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,complete,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,majority,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,youth,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,appearance,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,review,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,mark,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,mission,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,feature,n,concept,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,complex,j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,engine,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,stone,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,chart,n,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,empire,n,entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
